timestamp,device_id,voltage,current,temperature,connectivity_status,error_code,fault_type
2025-02-02 23:42:18.166378,DEV003,4.892675392001266,1.5685933864729364,53.03105691291928,1,0,normal
2025-02-02 23:41:18.166390,DEV001,5.160496253049265,1.4838813549508048,42.291401890150325,1,0,normal
2025-02-02 23:40:18.166392,DEV003,4.880219253619185,1.5358824761885763,40.7931997821767,1,0,normal
2025-02-02 23:39:18.166393,DEV003,5.206452308692419,1.4469801410571506,38.923775107883856,1,0,normal
2025-02-02 23:38:18.166395,DEV001,4.94910169339322,1.5661163627212866,37.72005134656865,1,0,normal
2025-02-02 23:37:18.166396,DEV001,4.998923764535425,1.3954351779451746,47.43758748231644,1,0,normal
2025-02-02 23:36:18.166398,DEV003,5.0500787610796785,1.5315923888425866,34.64752602171366,1,0,normal
2025-02-02 23:35:18.166400,DEV002,3.245628747533185,1.4185776840391713,52.63278421983392,1,1002,voltage_drop
2025-02-02 23:34:18.166402,DEV003,5.116999111890807,1.5998788818559435,43.48427694611084,1,0,normal
2025-02-02 23:33:18.166403,DEV003,5.002821635948543,1.4732799710194766,42.90728239473348,1,0,normal
2025-02-02 23:32:18.166405,DEV003,4.977278733620525,1.457668324155252,44.51027945589875,1,0,normal
2025-02-02 23:31:18.166406,DEV003,5.130929775062638,1.609806730364609,46.48520691033922,1,0,normal
2025-02-02 23:30:18.166407,DEV001,4.847896551225755,4.989894800015277,42.375930775751016,1,1003,short_circuit
2025-02-02 23:29:18.166408,DEV003,5.1578573087985875,1.5151265149668858,43.53237857585959,1,0,normal
2025-02-02 23:28:18.166410,DEV002,5.141824657787383,1.618149131353032,51.98989293531482,0,0,normal
2025-02-02 23:27:18.166411,DEV001,4.865990033301827,1.555131328874401,47.64942753401979,1,0,normal
2025-02-02 23:26:18.166412,DEV002,5.0887559658815045,1.3987721354009344,39.5100625236376,0,0,normal
2025-02-02 23:25:18.166413,DEV002,4.808619224234372,1.5023452952614913,43.671674684652636,1,0,normal
2025-02-02 23:24:18.166415,DEV002,4.993349544389246,1.507464541957937,84.91760656267229,1,1001,overheating
2025-02-02 23:23:18.166417,DEV002,4.913148520339988,1.5624178866021667,47.740275569102096,1,0,normal
2025-02-02 23:22:18.166418,DEV001,5.080370085410294,1.4761545015506983,47.17017155035267,1,0,normal
